text,label,title,author,subject,language,source
REVELADO: La verdad que te han estado ocultando sobre energías renovables,1,REVELADO: La verdad que te han estado ocultando sobre energías renovables,FakeAuthor_spanish_89,Health,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre educación,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre educación,FakeAuthor_spanish_90,Politics,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,FakeAuthor_spanish_91,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre investigación médica,1,URGENTE: Nueva evidencia revela la verdad oculta sobre investigación médica,FakeAuthor_spanish_92,Health,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,1,URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,FakeAuthor_spanish_93,Economy,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre salud pública,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre salud pública,FakeAuthor_spanish_94,Technology,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre economía nacional,1,REVELADO: La verdad que te han estado ocultando sobre economía nacional,FakeAuthor_spanish_95,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre energías renovables,1,URGENTE: Nueva evidencia revela la verdad oculta sobre energías renovables,FakeAuthor_spanish_96,Technology,spanish,synthetic
ALERTA: Lo que está pasando con educación te va a impactar,1,ALERTA: Lo que está pasando con educación te va a impactar,FakeAuthor_spanish_97,Economy,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,FakeAuthor_spanish_98,Economy,spanish,synthetic
BOMBAZO: Filtran información secreta sobre educación,1,BOMBAZO: Filtran información secreta sobre educación,FakeAuthor_spanish_99,Science,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre energías renovables,1,REVELADO: La verdad que te han estado ocultando sobre energías renovables,FakeAuthor_spanish_0,Politics,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre investigación médica,1,REVELADO: La verdad que te han estado ocultando sobre investigación médica,FakeAuthor_spanish_1,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,1,URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,FakeAuthor_spanish_2,Science,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre medio ambiente,1,REVELADO: La verdad que te han estado ocultando sobre medio ambiente,FakeAuthor_spanish_3,Economy,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre salud pública,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre salud pública,FakeAuthor_spanish_4,Health,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre tecnología,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre tecnología,FakeAuthor_spanish_5,Economy,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre economía nacional,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre economía nacional,FakeAuthor_spanish_6,Politics,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,FakeAuthor_spanish_7,Economy,spanish,synthetic
ALERTA: Lo que está pasando con energías renovables te va a impactar,1,ALERTA: Lo que está pasando con energías renovables te va a impactar,FakeAuthor_spanish_8,Technology,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre medio ambiente,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre medio ambiente,FakeAuthor_spanish_9,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre energías renovables,1,URGENTE: Nueva evidencia revela la verdad oculta sobre energías renovables,FakeAuthor_spanish_10,Health,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre salud pública,1,REVELADO: La verdad que te han estado ocultando sobre salud pública,FakeAuthor_spanish_11,Science,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,FakeAuthor_spanish_12,Health,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,1,URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,FakeAuthor_spanish_13,Technology,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,1,URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,FakeAuthor_spanish_14,Health,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre medio ambiente,1,REVELADO: La verdad que te han estado ocultando sobre medio ambiente,FakeAuthor_spanish_15,Health,spanish,synthetic
BOMBAZO: Filtran información secreta sobre energías renovables,1,BOMBAZO: Filtran información secreta sobre energías renovables,FakeAuthor_spanish_16,Science,spanish,synthetic
ALERTA: Lo que está pasando con educación te va a impactar,1,ALERTA: Lo que está pasando con educación te va a impactar,FakeAuthor_spanish_17,Economy,spanish,synthetic
BOMBAZO: Filtran información secreta sobre política internacional,1,BOMBAZO: Filtran información secreta sobre política internacional,FakeAuthor_spanish_18,Politics,spanish,synthetic
BOMBAZO: Filtran información secreta sobre salud pública,1,BOMBAZO: Filtran información secreta sobre salud pública,FakeAuthor_spanish_19,Technology,spanish,synthetic
ALERTA: Lo que está pasando con medio ambiente te va a impactar,1,ALERTA: Lo que está pasando con medio ambiente te va a impactar,FakeAuthor_spanish_20,Health,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,FakeAuthor_spanish_21,Politics,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre educación,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre educación,FakeAuthor_spanish_22,Technology,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,1,URGENTE: Nueva evidencia revela la verdad oculta sobre tecnología,FakeAuthor_spanish_23,Politics,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre educación,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre educación,FakeAuthor_spanish_24,Health,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,FakeAuthor_spanish_25,Technology,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre tecnología,1,REVELADO: La verdad que te han estado ocultando sobre tecnología,FakeAuthor_spanish_26,Technology,spanish,synthetic
BOMBAZO: Filtran información secreta sobre salud pública,1,BOMBAZO: Filtran información secreta sobre salud pública,FakeAuthor_spanish_27,Science,spanish,synthetic
BOMBAZO: Filtran información secreta sobre energías renovables,1,BOMBAZO: Filtran información secreta sobre energías renovables,FakeAuthor_spanish_28,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,1,URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,FakeAuthor_spanish_29,Health,spanish,synthetic
BOMBAZO: Filtran información secreta sobre política internacional,1,BOMBAZO: Filtran información secreta sobre política internacional,FakeAuthor_spanish_30,Politics,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre medio ambiente,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre medio ambiente,FakeAuthor_spanish_31,Technology,spanish,synthetic
ALERTA: Lo que está pasando con economía nacional te va a impactar,1,ALERTA: Lo que está pasando con economía nacional te va a impactar,FakeAuthor_spanish_32,Science,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre salud pública,1,URGENTE: Nueva evidencia revela la verdad oculta sobre salud pública,FakeAuthor_spanish_33,Economy,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre investigación médica,FakeAuthor_spanish_34,Technology,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre energías renovables,1,URGENTE: Nueva evidencia revela la verdad oculta sobre energías renovables,FakeAuthor_spanish_35,Health,spanish,synthetic
ALERTA: Lo que está pasando con tecnología te va a impactar,1,ALERTA: Lo que está pasando con tecnología te va a impactar,FakeAuthor_spanish_36,Politics,spanish,synthetic
BOMBAZO: Filtran información secreta sobre medio ambiente,1,BOMBAZO: Filtran información secreta sobre medio ambiente,FakeAuthor_spanish_37,Science,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre economía nacional,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre economía nacional,FakeAuthor_spanish_38,Health,spanish,synthetic
ALERTA: Lo que está pasando con política internacional te va a impactar,1,ALERTA: Lo que está pasando con política internacional te va a impactar,FakeAuthor_spanish_39,Technology,spanish,synthetic
BOMBAZO: Filtran información secreta sobre educación,1,BOMBAZO: Filtran información secreta sobre educación,FakeAuthor_spanish_40,Politics,spanish,synthetic
BOMBAZO: Filtran información secreta sobre salud pública,1,BOMBAZO: Filtran información secreta sobre salud pública,FakeAuthor_spanish_41,Science,spanish,synthetic
BOMBAZO: Filtran información secreta sobre salud pública,1,BOMBAZO: Filtran información secreta sobre salud pública,FakeAuthor_spanish_42,Health,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre educación,1,URGENTE: Nueva evidencia revela la verdad oculta sobre educación,FakeAuthor_spanish_43,Science,spanish,synthetic
BOMBAZO: Filtran información secreta sobre salud pública,1,BOMBAZO: Filtran información secreta sobre salud pública,FakeAuthor_spanish_44,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre educación,1,URGENTE: Nueva evidencia revela la verdad oculta sobre educación,FakeAuthor_spanish_45,Science,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,1,URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,FakeAuthor_spanish_46,Economy,spanish,synthetic
BOMBAZO: Filtran información secreta sobre energías renovables,1,BOMBAZO: Filtran información secreta sobre energías renovables,FakeAuthor_spanish_47,Technology,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre economía nacional,1,URGENTE: Nueva evidencia revela la verdad oculta sobre economía nacional,FakeAuthor_spanish_48,Technology,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,1,URGENTE: Nueva evidencia revela la verdad oculta sobre medio ambiente,FakeAuthor_spanish_49,Technology,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre medio ambiente,1,REVELADO: La verdad que te han estado ocultando sobre medio ambiente,FakeAuthor_spanish_50,Science,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre tecnología,1,REVELADO: La verdad que te han estado ocultando sobre tecnología,FakeAuthor_spanish_51,Politics,spanish,synthetic
ALERTA: Lo que está pasando con educación te va a impactar,1,ALERTA: Lo que está pasando con educación te va a impactar,FakeAuthor_spanish_52,Health,spanish,synthetic
BOMBAZO: Filtran información secreta sobre medio ambiente,1,BOMBAZO: Filtran información secreta sobre medio ambiente,FakeAuthor_spanish_53,Technology,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre educación,1,URGENTE: Nueva evidencia revela la verdad oculta sobre educación,FakeAuthor_spanish_54,Technology,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre política internacional,FakeAuthor_spanish_55,Economy,spanish,synthetic
BOMBAZO: Filtran información secreta sobre educación,1,BOMBAZO: Filtran información secreta sobre educación,FakeAuthor_spanish_56,Politics,spanish,synthetic
REVELADO: La verdad que te han estado ocultando sobre tecnología,1,REVELADO: La verdad que te han estado ocultando sobre tecnología,FakeAuthor_spanish_57,Economy,spanish,synthetic
EXCLUSIVO: Los médicos no quieren que sepas esto sobre tecnología,1,EXCLUSIVO: Los médicos no quieren que sepas esto sobre tecnología,FakeAuthor_spanish_58,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre salud pública,1,URGENTE: Nueva evidencia revela la verdad oculta sobre salud pública,FakeAuthor_spanish_59,Economy,spanish,synthetic
URGENTE: Nueva evidencia revela la verdad oculta sobre política internacional,1,URGENTE: Nueva evidencia revela la verdad oculta sobre política internacional,FakeAuthor_spanish_60,Science,spanish,synthetic
ALERTA: Lo que está pasando con economía nacional te va a impactar,1,ALERTA: Lo que está pasando con economía nacional te va a impactar,FakeAuthor_spanish_61,Politics,spanish,synthetic
